"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"User tries to change default store","65220","User tries to change default store","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 05:53:49 GMT 2025","passed","Fri Mar 28 05:54:54 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userTriesToChangeDefaultStore"
"Guest user prompted to sign in when accessing 'Inner Circle' section","140377","Guest user prompted to sign in when accessing 'Inner Circle' section","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 05:40:31 GMT 2025","passed","Fri Mar 28 05:42:51 GMT 2025","testcases.InnerCircleTests","GMAP NA Tests | Inner Circle","testcases.InnerCircleTests","guestUserPromptedToSignInWhenAccessingInnerCircleSection"
"User attempts to view previously redeemed codes","59305","User attempts to view previously redeemed codes","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 06:12:01 GMT 2025","passed","Fri Mar 28 06:13:00 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userAttemptsToViewPreviouslyRedeemedCodes"
"User is able to see member offers carousel","46224","User is able to see member offers carousel","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 05:40:20 GMT 2025","passed","Fri Mar 28 05:41:06 GMT 2025","testcases.HomeTests","GMAP NA Tests | Home","testcases.HomeTests","userIsAbleToSeeMemberOffersCarousel"
"User tries to change E-Mail on profile screen with invalid inputs","160223","User tries to change E-Mail on profile screen with invalid inputs","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 05:40:48 GMT 2025","passed","Fri Mar 28 05:43:28 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToChangeEmailOnProfileScreenWithInvalidInputs"
"Existing user tries to sign-in via phone number on 'Account' screen","85732","Existing user tries to sign-in via phone number on 'Account' screen","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 06:20:45 GMT 2025","passed","Fri Mar 28 06:22:11 GMT 2025","testcases.SignInTests","GMAP NA Tests | Sign In","testcases.SignInTests","existingUserTriesToSignIViaPhoneNumberOnAccountScreen"
"Background task that logs the user into the GMAP NA application","87543","BACKGROUND: Log in as existing user | [Account]","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 05:38:22 GMT 2025","passed","Fri Mar 28 05:39:50 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","logInAsExistingUserUsingPhoneNumber"
"New user tries to chooses fuel preferences","191476","New user tries to chooses fuel preferences","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 06:08:02 GMT 2025","passed","Fri Mar 28 06:11:14 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","newUserTriesToChoosesFuelPreferences"
"User attempts multiple times to add the valid code","184617","User attempts multiple times to add the valid code","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 06:13:33 GMT 2025","passed","Fri Mar 28 06:16:38 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userAttemptsMultipleTimesToAddTheValidCode"
"Background task that logs the user into the GMAP NA application","132720","BACKGROUND: Log in as existing user | [Home]","GMAP NA Mobile Test Automation - [IOS PARALLEL XML SUITE]","Fri Mar 28 05:37:44 GMT 2025","passed","Fri Mar 28 05:39:56 GMT 2025","testcases.HomeTests","GMAP NA Tests | Home","testcases.HomeTests","logInAsExistingUserUsingPhoneNumber"
