"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Background task that logs the user into the GMAP application","124402","BACKGROUND: Log in as existing user | [Account]","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 11:31:22 GMT 2025","passed","Fri Mar 28 11:33:26 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","logInAsExistingUserUsingPhoneNumber"
"EXTRA Tier 1 CWS purchase flow - user located at store with CWS - SE","290244","EXTRA Tier 1 CWS purchase flow - user located at store with CWS - SE","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 10:48:40 GMT 2025","passed","Fri Mar 28 10:53:30 GMT 2025","testcases.ExtraTier1SETests","GMAP Tests | Extra Tier 1 SE","testcases.ExtraTier1SETests","CWSPurchaseFlowUserLocatedAtStoreWithCWSTier1SE"
"CWS flow when at a store with no car wash at foreign BU","94320","User tries to purchase CWS at store with Mobile Payments and Car Wash subscriptions and no CWS features in foreign BU","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 10:37:10 GMT 2025","passed","Fri Mar 28 10:38:44 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToPurchaseCwsAtStoreWithNoCwsFeaturesAtForeignBU"
"EXTRA Tier 2 CWS purchase flow - user not located at any store with CWS - SE","327220","EXTRA Tier 2 CWS purchase flow - user not located at any store with CWS - SE","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 10:41:44 GMT 2025","passed","Fri Mar 28 10:47:11 GMT 2025","testcases.ExtraTier2SETests","GMAP Tests | Extra Tier 2 SE","testcases.ExtraTier2SETests","CWSPurchaseFlowUserNotLocatedAtAnyStoreTier2SE"
"Validates that users can successfully add a valid partner code and it is reflected in the system.","151576","Successfully add a valid partner code","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 11:55:34 GMT 2025","passed","Fri Mar 28 11:58:05 GMT 2025","testcases.PartnerAgreementTests","GMAP Tests | Partner Agreement","testcases.PartnerAgreementTests","addingValidPartnerAgreementCode"
"Validates that users can successfully replace an existing partner agreement code with a new one.","230350","Successfully replace an active partner agreement code","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 12:08:10 GMT 2025","passed","Fri Mar 28 12:12:00 GMT 2025","testcases.PartnerAgreementTests","GMAP Tests | Partner Agreement","testcases.PartnerAgreementTests","replacingPartnerAgreementCode"
"EXTRA Tier 2 CWS purchase flow - user located at store with CWS - SE","332843","EXTRA Tier 2 CWS purchase flow - user located at store with CWS - SE","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 10:35:12 GMT 2025","passed","Fri Mar 28 10:40:45 GMT 2025","testcases.ExtraTier2SETests","GMAP Tests | Extra Tier 2 SE","testcases.ExtraTier2SETests","CWSPurchaseFlowUserLocatedAtStoreWithCWSTier2SE"
"EXTRA Tier 2. Single wash purchase flow- NO","369430","EXTRA Tier 2. Single wash purchase flow - NO","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 11:07:46 GMT 2025","passed","Fri Mar 28 11:13:56 GMT 2025","testcases.ExtraTier2NOTests","GMAP Tests | Extra Tier 2 NO","testcases.ExtraTier2NOTests","singleWashPurchaseFlowTier2NO"
"User has an active CWS in running status and tries to cancel it","196608","User has an active CWS in running status and tries to cancel it","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 11:37:42 GMT 2025","broken","Fri Mar 28 11:40:59 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToCancelCWSSubscription"
"User tries to see terms consent acceptances CTA for OUTDATED terms","245195","User tries to see terms consent acceptances CTA for OUTDATED terms","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 12:09:26 GMT 2025","passed","Fri Mar 28 12:13:31 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userTriesToSeeTermsConditionAcceptanceModal"
"User tries to purchase car wash using Frictionless flow","296891","User tries to purchase car wash using Frictionless flow","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 11:53:28 GMT 2025","broken","Fri Mar 28 11:58:25 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToPurchaseCarWashWithFrictionLessFlow"
"User tries to refuel using One-Touch flow","282794","User tries to refuel using One-Touch flow","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 10:56:29 GMT 2025","passed","Fri Mar 28 11:01:12 GMT 2025","testcases.PayByPlateTests","GMAP Tests | Pay By Plate","testcases.PayByPlateTests","userTriesToRefuelWithOneTouchFlow"
"EXTRA Tier 2 Changing 'Everyday savings' discount from Tier1 to Tier2 - NO","199995","EXTRA Tier 2 Changing 'Everyday savings' discount from Tier2 to Tier3 - NO","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 11:36:49 GMT 2025","failed","Fri Mar 28 11:40:09 GMT 2025","testcases.ExtraTier2NOTests","GMAP Tests | Extra Tier 2 NO","testcases.ExtraTier2NOTests","changingEveryDaySavingsDiscountFromTier2ToTier3NO"
"User tries to search for stations using different criteria. The search history is saved.","367400","User tries to search for stations using different criteria","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 11:26:28 GMT 2025","passed","Fri Mar 28 11:32:35 GMT 2025","testcases.SLTests","GMAP Tests | Store Locator","testcases.SLTests","userTriesToSearchForStationsUsingDifferentCriteria"
"EXTRA Tier 2. Single wash purchase flow - SE","376991","EXTRA Tier 2. Single wash purchase flow - SE","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 11:14:40 GMT 2025","passed","Fri Mar 28 11:20:57 GMT 2025","testcases.ExtraTier2SETests","GMAP Tests | Extra Tier 2 SE","testcases.ExtraTier2SETests","singleWashPurchaseFlowTier2SE"
"User tries to refuel using frictionless flow in different BU with changed purchase limit","271103","User tries to refuel using frictionless flow in different BU with changed purchase limit","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 10:46:52 GMT 2025","passed","Fri Mar 28 10:51:23 GMT 2025","testcases.PayByPlateTests","GMAP Tests | Pay By Plate","testcases.PayByPlateTests","userTriesToRefuelUsingFrictionlessFlowInDifferentBU"
"EXTRA Tier 1 Changing 'Everyday savings' discount from Tier1 to Tier2 - NO","191624","EXTRA Tier 1 Changing 'Everyday savings' discount from Tier1 to Tier2 - NO","GMAP EU Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Fri Mar 28 11:29:29 GMT 2025","failed","Fri Mar 28 11:32:40 GMT 2025","testcases.ExtraTier1NOTests","GMAP Tests | Extra Tier 1 NO","testcases.ExtraTier1NOTests","changingEveryDaySavingsDiscountFromTier1ToTier2NO"
