"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"New user tries to Sign-Up via mobile phone number using OTP code on first/clean app run","229760","New user tries to Sign-Up via mobile phone number","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 18:48:59 GMT 2025","passed","Thu Mar 27 18:52:49 GMT 2025","testcases.OnboardingTests","GMAP Tests | OTP Onboarding","testcases.OnboardingTests","newUserTriesToSignUpViaMobilePhoneNumber"
"User tries to purchase CWS at store without Mobile Payments Car Wash and CWS features","196157","User tries to purchase CWS at store without Mobile Payments Car Wash and CWS features","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 19:20:56 GMT 2025","passed","Thu Mar 27 19:24:12 GMT 2025","testcases.CarWashTests","GMAP Tests | Car Wash","testcases.CarWashTests","userTriesToPurchaseCwsAtStoreWithoutMobilePaymentsCarWashAndCwsFeatures"
"[GMAP] Test to verify the display of new fuel types in Store Details, validate correctness and persistence","263563","Verify New Fuel Types Display in Store Details","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 19:14:08 GMT 2025","passed","Thu Mar 27 19:18:32 GMT 2025","testcases.SLTests","GMAP Tests | Store Locator","testcases.SLTests","verifyNewFuelTypesDisplayInStoreDetails"
"[GMAP] Test to verify the presentation of services in Store Details, ensuring correctness and persistence","176509","Verify Presentation of Services in Store Details","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 19:18:56 GMT 2025","passed","Thu Mar 27 19:21:53 GMT 2025","testcases.SLTests","GMAP Tests | Store Locator","testcases.SLTests","verifyPresentationOfServicesInStoreDetails"
"EXTRA Tier 2 CWS purchase flow - user located at store with CWS - NO","425060","EXTRA Tier 2 CWS purchase flow - user located at store with CWS - NO","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 18:27:37 GMT 2025","failed","Thu Mar 27 18:34:42 GMT 2025","testcases.ExtraTier2NOTests","GMAP Tests | Extra Tier 2 NO","testcases.ExtraTier2NOTests","CWSPurchaseFlowUserLocatedAtStoreWithCWSTier2NO"
"EXTRA Tier 1 CWS plan consumption with CURRENT flow - NO","201321","EXTRA Tier 1 CWS plan consumption with current flow - NO","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 19:01:12 GMT 2025","failed","Thu Mar 27 19:04:34 GMT 2025","testcases.ExtraTier1NOTests","GMAP Tests | Extra Tier 1 NO","testcases.ExtraTier1NOTests","CWSConsumptionFlowTier1NO"
"User skips marketing consents during registration","200467","User skips marketing consents during registration","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 19:27:21 GMT 2025","passed","Thu Mar 27 19:30:41 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userSkipsMarketingConsentsDuringRegistration"
"EXTRA Tier 1. Single wash purchase flow - SE","365333","EXTRA Tier 1. Single wash purchase flow - SE","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 18:39:43 GMT 2025","broken","Thu Mar 27 18:45:48 GMT 2025","testcases.ExtraTier1SETests","GMAP Tests | Extra Tier 1 SE","testcases.ExtraTier1SETests","singleWashPurchaseFlowTier1SE"
"User tries to single fuel using 3Ds credit card, when not enrolled To PBP and no payment method is added","371112","User tries to single fuel using 3Ds credit card, when not enrolled To PBP and no payment method is added","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 19:22:44 GMT 2025","broken","Thu Mar 27 19:28:55 GMT 2025","testcases.SingleFuellingTests","GMAP Tests | Single Fuelling ","testcases.SingleFuellingTests","userTriesToSingleFuelWith3DSCreditCard"
"User tries to cancel CWS up-sell consumption","209588","User tries to cancel CWS up-sell consumption","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 18:54:39 GMT 2025","passed","Thu Mar 27 18:58:08 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToCancelCWSUpSellConsumption"
