"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"EXTRA Tier 3 CWS plan consumption with CURRENT flow - NO","475723","EXTRA Tier 3 CWS plan consumption with current flow - NO","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 14:31:01 GMT 2025","passed","Thu Mar 27 14:38:57 GMT 2025","testcases.ExtraTier3NOTests","GMAP Tests | Extra Tier 3 NO","testcases.ExtraTier3NOTests","CWSConsumptionFlowTier3NO"
"User checks threshold values for the amount while purchasing a Gift Card from CTA","232701","User checks threshold values for the amount while purchasing a Gift Card from CTA","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 15:05:12 GMT 2025","broken","Thu Mar 27 15:09:05 GMT 2025","testcases.GiftCardTests","GMAP Tests | Gift Card","testcases.GiftCardTests","userTriesToPurchaseGiftCardAndValidatesErrorForMinAndMaxValue"
"Validate that the user sees and acknowledges the NPS screen after a car wash transaction","308544","[Car Wash] New NPS screen behavior - Score of 8","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 14:44:32 GMT 2025","passed","Thu Mar 27 14:49:41 GMT 2025","testcases.CarWashTests","GMAP Tests | Car Wash","testcases.CarWashTests","userAcknowledgesNetPromotionScoreScreen"
"Background task that logs the user into the GMAP application","107235","BACKGROUND: Log in as existing user | [Car Wash]","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 14:42:20 GMT 2025","passed","Thu Mar 27 14:44:08 GMT 2025","testcases.CarWashTests","GMAP Tests | Car Wash","testcases.CarWashTests","logInAsExistingUserUsingPhoneNumber"
"User tries to add invalid Credit Card to wallet","96458","User tries to add invalid Credit Card to wallet - DESC","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 14:52:14 GMT 2025","passed","Thu Mar 27 14:53:50 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userTriesToAddInvalidCreditCardToWallet"
"User tries to buy CWS while in store offering CWS in the BU area","306715","User tries to buy CWS while in store offering CWS","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 15:10:43 GMT 2025","failed","Thu Mar 27 15:15:50 GMT 2025","testcases.SubscriptionsPurchasingTests","GMAP Tests | Subscriptions Purchasing","testcases.SubscriptionsPurchasingTests","userTriesToBuyCWSWhileInStoreOfferingCWS"
"User tries to add new 3DS Credit Card to wallet","144931","User tries to add new 3DS Credit Card to wallet","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 15:00:37 GMT 2025","passed","Thu Mar 27 15:03:02 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userTriesToAddNew3DSCreditCardToWallet"
"User tries to use CWS consumption when np up-sell/down-sell options are available","460617","User tries to use CWS consumption without up-sell/down-sell option","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 14:35:19 GMT 2025","passed","Thu Mar 27 14:42:59 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToUseCWSConsumptionWithoutUpSellDownSell"
"User tries to delete Credit Card from wallet","66627","User tries to delete Credit Card from wallet","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 14:59:00 GMT 2025","passed","Thu Mar 27 15:00:06 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userTriesToDeleteCreditCardFromWallet"
"User tries to refuel using single fuel using automatic renewal Gift Card with foreign currency","497676","User tries to refuel using single fuel using automatic renewal Gift Card with foreign currency","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 15:22:04 GMT 2025","passed","Thu Mar 27 15:30:22 GMT 2025","testcases.GiftCardFuellingTests","GMAP Tests | Fuelling","testcases.GiftCardFuellingTests","userTriesToRefuelUsingSingleFuelWithGiftCardForeignCurrency"
"EXTRA Tier 1 CWS purchase flow - user located at store with CWS - NO","373333","EXTRA Tier 1 CWS purchase flow - user located at store with CWS - NO","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 14:02:35 GMT 2025","passed","Thu Mar 27 14:08:49 GMT 2025","testcases.ExtraTier1NOTests","GMAP Tests | Extra Tier 1 NO","testcases.ExtraTier1NOTests","CWSPurchaseFlowUserLocatedAtStoreWithCWSTier1NO"
"User tries to buy CWS while in store offering CWS in the BU area","247629","User tries to buy CWS with existing plate","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 15:17:31 GMT 2025","passed","Thu Mar 27 15:21:38 GMT 2025","testcases.SubscriptionsPurchasingTests","GMAP Tests | Subscriptions Purchasing","testcases.SubscriptionsPurchasingTests","userTriesToBuyCWSWithExistingPlate"
"User tries to access CWS flow at non-PbP pilot area when not at store - Native BU","214470","User tries to access CWS flow at non-PbP pilot area when not at store - Native BU","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 13:49:31 GMT 2025","passed","Thu Mar 27 13:53:06 GMT 2025","testcases.CarWashSubscriptionTests","GMAP Tests | Car Wash Subscription","testcases.CarWashSubscriptionTests","userTriesToAccessCWSFlowNonPbpAtNativeBU"
"User tries to change marketing consents","148276","User tries to change marketing consents","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 14:42:48 GMT 2025","passed","Thu Mar 27 14:45:16 GMT 2025","testcases.AccountTests","GMAP Tests | Account","testcases.AccountTests","userTriesToChangeMarketingConsents"
"EXTRA Tier 3 CWS purchase flow - user located at store with CWS - SE","514600","[EXTRA Tier 3] CWS purchase flow - user located at store with CWS - SE","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 14:23:51 GMT 2025","passed","Thu Mar 27 14:32:25 GMT 2025","testcases.ExtraTier3SETests","GMAP Tests | Extra Tier 3 SE","testcases.ExtraTier3SETests","CWSPurchaseFlowUserLocatedAtStoreWithCWSTier3SE"
"User tries to display Gift Card details","70281","User tries to display Gift Card details","GMAP EU Mobile Test Automation - [IOS PARALLEL XML SUITE]","Thu Mar 27 14:55:10 GMT 2025","passed","Thu Mar 27 14:56:20 GMT 2025","testcases.GiftCardTests","GMAP Tests | Gift Card","testcases.GiftCardTests","userTriesToDisplayGiftCardDetails"
