"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Existing user tries to sign-in via phone number on 'Home' screen using OTP code","81786","Existing user tries to sign-in via phone number on 'Home' screen using OTP code","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:13:28 GMT 2025","passed","Thu Mar 27 05:14:49 GMT 2025","testcases.OTPTests","GMAP NA Tests | OTP","testcases.OTPTests","existingUserTriesToSignInViaPhoneNumberOnHomeScreenUsingOTPCode"
"New user sees the fuel preference banner in home screen","155586","New user sees the fuel preference banner in home screen","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:43:18 GMT 2025","passed","Thu Mar 27 04:45:53 GMT 2025","testcases.HomeTests","GMAP NA Tests | Home","testcases.HomeTests","newUserSeesFuelBannerInHomeScreen"
"User attempts to add an already used code","18987","User attempts to add an already used code","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:11:29 GMT 2025","passed","Thu Mar 27 05:11:48 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userAttemptsToAddAnAlreadyUsedCode"
"New user tries to chooses fuel preferences","190736","New user tries to chooses fuel preferences","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:10:30 GMT 2025","passed","Thu Mar 27 05:13:41 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","newUserTriesToChoosesFuelPreferences"
"User attempts to add an valid code for non IC store","62781","User attempts to add an valid code for non IC store","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:15:17 GMT 2025","passed","Thu Mar 27 05:16:19 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userAttemptsToAddAnValidCodeForNonICStation"
"User tries to attempt actions on the Help Section from outside US","75256","User tries to attempt actions on the Help Section from outside US","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:48:24 GMT 2025","passed","Thu Mar 27 04:49:39 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToAttemptOptionsFromHelpSectionOutsideUSLocation"
"User tries to sign up by clicking on Easy Pay - Alternate Sign up flow","149774","User tries to sign up by clicking on Easy Pay - Alternate Sign up flow","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:06:04 GMT 2025","passed","Thu Mar 27 05:08:34 GMT 2025","testcases.EasyPayTests","GMAP NA Tests | Easy Pay","testcases.EasyPayTests","userTriesToSignUpByClickingOnEasyPay"
"Existing user tries to sign-in via phone number on 'Home' screen","102962","Existing user tries to sign-in via phone number on 'Home' screen","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:20:18 GMT 2025","passed","Thu Mar 27 05:22:01 GMT 2025","testcases.SignInTests","GMAP NA Tests | Sign In","testcases.SignInTests","existingUserTriesToSignInViaPhoneNumberOnHomeScreen"
"New user tries to sign-up via email address on 'Home' screen","100766","New user tries to sign-up via email address on 'Home' screen","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:19:24 GMT 2025","passed","Thu Mar 27 05:21:05 GMT 2025","testcases.SignUpTests","GMAP NA Tests | Sign Up","testcases.SignUpTests","newUserTriesToSignUpViaEmailAddressOnHomeScreen"
"User can see Circle K stations in searched area on map","48429","User can see Circle K stations in searched area on map","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:58:35 GMT 2025","passed","Thu Mar 27 04:59:24 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userCanSeeCircleKStationsInSearchedAreaOnMap"
"Mocked user can link 'Easy Pay' card with 'Inner Circle' account","93982","Mocked user can link 'Easy Pay' card with 'Inner Circle' account","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:42:13 GMT 2025","passed","Thu Mar 27 04:43:47 GMT 2025","testcases.EasyPayTests","GMAP NA Tests | Easy Pay","testcases.EasyPayTests","mockedUserCanLinkEasyPayCardWithInnerCircleAccount"
"Existing user tries to sign-in via email address on 'Onboarding' screen using OTP code","65932","Existing user tries to sign-in via email address on 'Onboarding' screen using OTP code","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:04:32 GMT 2025","passed","Thu Mar 27 05:05:38 GMT 2025","testcases.OTPTests","GMAP NA Tests | OTP","testcases.OTPTests","existingUserTriesToSignInViaEmailAddressOnOnboardingScreenUsingOTPCode"
"New user tries to sign-up via email address","100278","New user tries to sign-up via email address","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:14:59 GMT 2025","passed","Thu Mar 27 05:16:39 GMT 2025","testcases.SignUpTests","GMAP NA Tests | Sign Up","testcases.SignUpTests","newUserTriesToSignUpViaEmailAddress"
"User can see details of a particular station","52857","User can see details of a particular station","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:56:21 GMT 2025","passed","Thu Mar 27 04:57:14 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userCanSeeDetailsOfAParticularStation"
"User tries to change name on profile screen with invalid inputs","32491","User tries to change name on profile screen with invalid inputs","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:41:39 GMT 2025","passed","Thu Mar 27 04:42:11 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToChangeNameOnProfileScreenWithInvalidInputs"
"User tries to change password on profile screen with valid inputs","170715","User tries to change password on profile screen with valid inputs","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:06:58 GMT 2025","passed","Thu Mar 27 05:09:49 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToChangePasswordOnProfileScreenWithValidInputs"
"Onboarding Rewards for New IC Member","192316","Redirection from Home to IC Offer description","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:49:32 GMT 2025","passed","Thu Mar 27 04:52:44 GMT 2025","testcases.OnboardingRewardsTest","GMAP NA Tests | Onboarding Rewards","testcases.OnboardingRewardsTest","userVerifyRedirectionFromHomeToICOfferDescription"
"User can't link 'Easy Pay' card with email linked to card","48673","User can't link 'Easy Pay' card with email linked to card","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:46:58 GMT 2025","passed","Thu Mar 27 04:47:47 GMT 2025","testcases.EasyPayTests","GMAP NA Tests | Easy Pay","testcases.EasyPayTests","userCantLinkEasyPayCardWithEmailLinkedToCard"
"New user tries to sign-up via phone number on 'Home' screen","107786","New user tries to sign-up via phone number on 'Home' screen","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:21:40 GMT 2025","passed","Thu Mar 27 05:23:27 GMT 2025","testcases.SignUpTests","GMAP NA Tests | Sign Up","testcases.SignUpTests","newUserTriesToSignUpViaPhoneNumberOnHomeScreen"
"Onboarding Rewards for New IC Member","211919","Onboarding Rewards - 90 days after sign-up","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:53:23 GMT 2025","passed","Thu Mar 27 04:56:55 GMT 2025","testcases.OnboardingRewardsTest","GMAP NA Tests | Onboarding Rewards","testcases.OnboardingRewardsTest","userVerifyOnboardingRewards90DaysAfterSignUp"
"User tries to provide feedback","53079","User tries to provide feedback","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:50:59 GMT 2025","broken","Thu Mar 27 04:51:52 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToProvideFeedback"
"User tries to delete account and cancels deletion","29162","User tries to delete account and cancels deletion","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:44:58 GMT 2025","passed","Thu Mar 27 04:45:28 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToDeleteAccountAndCancels"
"Fuel Prices Line verification in Home Page Header for Logged in user","180998","Fuel Prices Line verification in Home Page Header for Logged In user","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:50:46 GMT 2025","passed","Thu Mar 27 04:53:47 GMT 2025","testcases.HomeTests","GMAP NA Tests | Home","testcases.HomeTests","fuelPriceVerificationForLoggedInUser"
"Existing user tries to enter invalid OTP code from 'Onboarding' screen","46895","Existing user tries to enter invalid OTP code from 'Onboarding' screen","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:09:57 GMT 2025","passed","Thu Mar 27 05:10:44 GMT 2025","testcases.OTPTests","GMAP NA Tests | OTP","testcases.OTPTests","existingUserTriesToEnterInvalidOtpCodeFromOnboardingScreen"
"Background task that logs the user into the GMAP NA application","100860","BACKGROUND: Log in as existing user | [Partnership Codes]","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:09:01 GMT 2025","passed","Thu Mar 27 05:10:42 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","logInAsExistingUserUsingPhoneNumber"
"User attempts multiple times to add the valid code","185111","User attempts multiple times to add the valid code","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:18:02 GMT 2025","passed","Thu Mar 27 05:21:07 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userAttemptsMultipleTimesToAddTheValidCode"
"User tries to change password on profile screen with invalid inputs","21718","User tries to change password on profile screen with invalid inputs","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:49:58 GMT 2025","passed","Thu Mar 27 04:50:20 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToChangePasswordOnProfileScreenWithInValidInputs"
"New user tries to sign-up via email address - Invalid Inputs","107139","New user tries to sign-up via email address - Invalid Inputs","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:11:03 GMT 2025","passed","Thu Mar 27 05:12:50 GMT 2025","testcases.SignUpTests","GMAP NA Tests | Sign Up","testcases.SignUpTests","newUserTriesToSignUpViaEmailAddressInvalidInputs"
"User can see 'Inner Circle' section when sets IC station","46787","User can see 'Inner Circle' section when sets IC station","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:41:45 GMT 2025","passed","Thu Mar 27 04:42:32 GMT 2025","testcases.InnerCircleTests","GMAP NA Tests | Inner Circle","testcases.InnerCircleTests","userCanSeeInnerCircleSectionWhenSetsICStation"
"Existing user tries to sign-in via phone number on 'Onboarding' screen using OTP code","61077","Existing user tries to sign-in via phone number on 'Onboarding' screen using OTP code","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:06:11 GMT 2025","passed","Thu Mar 27 05:07:12 GMT 2025","testcases.OTPTests","GMAP NA Tests | OTP","testcases.OTPTests","existingUserTriesToSignInViaPhoneNumberOnOnboardingScreenUsingOTPCode"
"Background task that logs the user into the GMAP NA application","147827","BACKGROUND: Log in as existing user | [Easy Pay]","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:39:31 GMT 2025","passed","Thu Mar 27 04:41:59 GMT 2025","testcases.EasyPayTests","GMAP NA Tests | Easy Pay","testcases.EasyPayTests","logInAsExistingUserUsingPhoneNumber"
"User can't link 'Easy Pay' card with email not linked to card","47691","User can't link 'Easy Pay' card with email not linked to card","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:45:52 GMT 2025","passed","Thu Mar 27 04:46:39 GMT 2025","testcases.EasyPayTests","GMAP NA Tests | Easy Pay","testcases.EasyPayTests","userCantLinkEasyPayCardWithEmailNotLinkedToCard"
"User can get directions to a Circle K station","43175","User can get directions to a Circle K station","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:57:33 GMT 2025","passed","Thu Mar 27 04:58:16 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userCanGetDirectionsToACircleKStation"
"User tries to change name on profile screen with valid inputs","160732","User tries to change name on profile screen with valid inputs","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:56:11 GMT 2025","passed","Thu Mar 27 04:58:52 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToChangeNameOnProfileScreenWithValidInputs"
"User tries to change E-Mail on profile screen with invalid inputs","129004","User tries to change E-Mail on profile screen with invalid inputs","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:42:30 GMT 2025","passed","Thu Mar 27 04:44:39 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToChangeEmailOnProfileScreenWithInvalidInputs"
"Existing user tries to sign-in via email address on 'Home' screen","95964","Existing user tries to sign-in via email address on 'Home' screen","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:18:03 GMT 2025","passed","Thu Mar 27 05:19:39 GMT 2025","testcases.SignInTests","GMAP NA Tests | Sign In","testcases.SignInTests","existingUserTriesToSignInViaEmailAddressOnHomeScreen"
"Existing user tries to sign-in via email address on 'Account' screen","97231","Existing user tries to sign-in via email address on 'Account' screen","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:22:30 GMT 2025","passed","Thu Mar 27 05:24:08 GMT 2025","testcases.SignInTests","GMAP NA Tests | Sign In","testcases.SignInTests","existingUserTriesToSignInViaEmailAddressOnAccountScreen"
"User can see an appropriate message if there is no Circle K station in searched area on list","27528","User can see an appropriate message if there is no Circle K station in searched area on list","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:01:26 GMT 2025","passed","Thu Mar 27 05:01:54 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userCanSeeAnAppropriateMessageIfThereIsNoCircleKStationInSearchedAreaOnList"
"Background task that logs the user into the GMAP NA application","134847","BACKGROUND: Log in as existing user | [Home]","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:39:36 GMT 2025","passed","Thu Mar 27 04:41:51 GMT 2025","testcases.HomeTests","GMAP NA Tests | Home","testcases.HomeTests","logInAsExistingUserUsingPhoneNumber"
"Existing user tries to sign-in via email address on 'Home' screen using OTP code","90406","Existing user tries to sign-in via email address on 'Home' screen using OTP code","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:11:20 GMT 2025","passed","Thu Mar 27 05:12:50 GMT 2025","testcases.OTPTests","GMAP NA Tests | OTP","testcases.OTPTests","existingUserTriesToSignInViaEmailAddressOnHomeScreenUsingOTPCode"
"New user tries to sign-up via phone number - Invalid Inputs","73856","New user tries to sign-up via phone number - Invalid Inputs","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:13:20 GMT 2025","passed","Thu Mar 27 05:14:33 GMT 2025","testcases.SignUpTests","GMAP NA Tests | Sign Up","testcases.SignUpTests","newUserTriesToSignUpViaPhoneNumberInvalidInputs"
"User tries to change email on profile screen with valid inputs","246689","User tries to change email on profile screen with valid inputs","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:59:16 GMT 2025","passed","Thu Mar 27 05:03:23 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToChangeEmailOnProfileScreenWithValidInputs"
"User attempts to add an invalid code","19332","User attempts to add an invalid code","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:10:56 GMT 2025","passed","Thu Mar 27 05:11:15 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userAttemptsToAddAnInvalidCode"
"Existing user tries to sign-in via email address","75671","Existing user tries to sign-in via email address","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:14:29 GMT 2025","passed","Thu Mar 27 05:15:45 GMT 2025","testcases.SignInTests","GMAP NA Tests | Sign In","testcases.SignInTests","existingUserTriesToSignInViaEmailAddress"
"Existing user tries to resend OTP code from 'Onboarding' screen","74952","Existing user tries to resend OTP code from 'Onboarding' screen","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:07:58 GMT 2025","passed","Thu Mar 27 05:09:13 GMT 2025","testcases.OTPTests","GMAP NA Tests | OTP","testcases.OTPTests","existingUserTriesToResendOTPCodeFromOnboardingScreen"
"Fuel Prices Line verification in Home Page Header for Logged out user","196176","Fuel Prices Line verification in Home Page Header for Logged Out user","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:46:35 GMT 2025","passed","Thu Mar 27 04:49:51 GMT 2025","testcases.HomeTests","GMAP NA Tests | Home","testcases.HomeTests","fuelPriceVerificationForLoggedOutUser"
"User attempts to add an valid code","99822","User attempts to add an valid code","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:12:02 GMT 2025","passed","Thu Mar 27 05:13:42 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userAttemptsToAddAnValidCode"
"User tries to delete account","122838","User tries to delete account","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:04:11 GMT 2025","passed","Thu Mar 27 05:06:14 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToDeleteAccount"
"As a user, I click on the CTA use to see the coupon barcode","255671","Redeeming a coupon - Unhappy Path","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:01:43 GMT 2025","passed","Thu Mar 27 05:05:59 GMT 2025","testcases.OnboardingRewardsTest","GMAP NA Tests | Onboarding Rewards","testcases.OnboardingRewardsTest","userNotRedeemingACoupon"
"Onboarding Rewards for New IC Member","161164","Onboarding Rewards for New IC Member - Persistence","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:46:01 GMT 2025","passed","Thu Mar 27 04:48:42 GMT 2025","testcases.OnboardingRewardsTest","GMAP NA Tests | Onboarding Rewards","testcases.OnboardingRewardsTest","userVerifyOnboardingRewardsForNewICMemberPersistence"
"We need to encourage customers to grow with us and move from Level 1 to Level 2","188223","Test to ensure that the user sees a massage to inform him/her when reaching Premium Tier","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:57:42 GMT 2025","broken","Thu Mar 27 05:00:50 GMT 2025","testcases.OnboardingRewardsTest","GMAP NA Tests | Onboarding Rewards","testcases.OnboardingRewardsTest","userVerifyCelebrationMessageWhenReachingNewInnerCircleTier"
"User tries to attempt actions on the Help Section from a US location","83232","User tries to attempt actions on the Help Section from a US location","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:46:41 GMT 2025","passed","Thu Mar 27 04:48:05 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToAttemptOptionsFromHelpSectionUSLocation"
"User attempts to add an valid code and gets network error","67260","User attempts to add an valid code and gets network error","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:13:56 GMT 2025","passed","Thu Mar 27 05:15:03 GMT 2025","testcases.PartnershipCodesTests","GMAP NA Tests | Partnership Codes","testcases.PartnershipCodesTests","userAttemptsToAddAnValidCodeAndGetsNetworkError"
"Existing user tries to sign-in via phone number on 'Account' screen using OTP code","81190","Existing user tries to sign-in via phone number on 'Home' screen using OTP code","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:17:37 GMT 2025","passed","Thu Mar 27 05:18:59 GMT 2025","testcases.OTPTests","GMAP NA Tests | OTP","testcases.OTPTests","existingUserTriesToSignInViaPhoneNumberOnAccountScreenUsingOtpCode"
"User can see an appropriate message if there is no Circle K station in searched area on map","19851","User can see an appropriate message if there is no Circle K station in searched area on map","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 05:02:13 GMT 2025","passed","Thu Mar 27 05:02:33 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userCanSeeAnAppropriateMessageIfThereIsNoCircleKStationInSearchedAreaOnMap"
"User who hasn't verified his age has a banner displayed to do so","166619","User who hasn't verified his age has a banner displayed to do so","GMAP NA Mobile Test Automation - [ANDROID PARALLEL XML SUITE]","Thu Mar 27 04:52:36 GMT 2025","passed","Thu Mar 27 04:55:22 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userWhoHasntVerifiedHisAgeHasABannerDisplayedToDoSo"
