"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"User tries to change name on profile screen with invalid inputs","34196","User tries to change name on profile screen with invalid inputs","GMAP NA Mobile Test Automation - [IOS SMOKE XML SUITE]","Wed Mar 26 23:12:44 GMT 2025","passed","Wed Mar 26 23:13:18 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToChangeNameOnProfileScreenWithInvalidInputs"
"Background task that logs the user into the GMAP NA application","110103","BACKGROUND: Log in as existing user | [Account]","GMAP NA Mobile Test Automation - [IOS SMOKE XML SUITE]","Wed Mar 26 23:10:39 GMT 2025","passed","Wed Mar 26 23:12:29 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","logInAsExistingUserUsingPhoneNumber"
"Existing user tries to sign-in via email address on 'Onboarding' screen using OTP code","140697","Existing user tries to sign-in via email address on 'Onboarding' screen using OTP code","GMAP NA Mobile Test Automation - [IOS SMOKE XML SUITE]","Wed Mar 26 23:32:19 GMT 2025","broken","Wed Mar 26 23:34:39 GMT 2025","testcases.OTPTests","GMAP NA Tests | OTP","testcases.OTPTests","existingUserTriesToSignInViaEmailAddressOnOnboardingScreenUsingOTPCode"
"User can see Circle K stations in searched area on list","27747","User can see Circle K stations in searched area on list","GMAP NA Mobile Test Automation - [IOS SMOKE XML SUITE]","Wed Mar 26 23:30:14 GMT 2025","passed","Wed Mar 26 23:30:42 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userCanSeeCircleKStationsInSearchedAreaOnList"
"User tries to delete account","118786","User tries to delete account","GMAP NA Mobile Test Automation - [IOS SMOKE XML SUITE]","Wed Mar 26 23:22:03 GMT 2025","passed","Wed Mar 26 23:24:02 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToDeleteAccount"
"User tries to change password on profile screen with valid inputs","167786","User tries to change password on profile screen with valid inputs","GMAP NA Mobile Test Automation - [IOS SMOKE XML SUITE]","Wed Mar 26 23:24:38 GMT 2025","passed","Wed Mar 26 23:27:25 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToChangePasswordOnProfileScreenWithValidInputs"
"User tries to change password on profile screen with invalid inputs","35684","User tries to change password on profile screen with invalid inputs","GMAP NA Mobile Test Automation - [IOS SMOKE XML SUITE]","Wed Mar 26 23:17:28 GMT 2025","passed","Wed Mar 26 23:18:04 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToChangePasswordOnProfileScreenWithInValidInputs"
"User tries to delete account and cancels deletion","34778","User tries to delete account and cancels deletion","GMAP NA Mobile Test Automation - [IOS SMOKE XML SUITE]","Wed Mar 26 23:16:40 GMT 2025","passed","Wed Mar 26 23:17:14 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToDeleteAccountAndCancels"
"User can see Circle K stations in searched area on map","83625","User can see Circle K stations in searched area on map","GMAP NA Mobile Test Automation - [IOS SMOKE XML SUITE]","Wed Mar 26 23:28:37 GMT 2025","passed","Wed Mar 26 23:30:00 GMT 2025","testcases.OtherFeaturesTests","GMAP NA Tests | Other Features","testcases.OtherFeaturesTests","userCanSeeCircleKStationsInSearchedAreaOnMap"
"Existing user tries to sign-in via email address on 'Onboarding' screen using OTP code","130","Existing user tries to sign-in via email address on 'Onboarding' screen using OTP code","GMAP NA Mobile Test Automation - [IOS SMOKE XML SUITE]","Wed Mar 26 23:34:41 GMT 2025","broken","Wed Mar 26 23:34:41 GMT 2025","testcases.OTPTests","GMAP NA Tests | OTP","testcases.OTPTests","existingUserTriesToSignInViaEmailAddressOnOnboardingScreenUsingOTPCode"
"User tries to change name on profile screen with valid inputs","51022","User tries to change name on profile screen with valid inputs","GMAP NA Mobile Test Automation - [IOS SMOKE XML SUITE]","Wed Mar 26 23:18:28 GMT 2025","broken","Wed Mar 26 23:19:19 GMT 2025","testcases.AccountTests","GMAP NA Tests | Account","testcases.AccountTests","userTriesToChangeNameOnProfileScreenWithValidInputs"
